@relation online_shoppers_intention

@attribute Administrative numeric
@attribute Administrative_Duration numeric
@attribute Informational numeric
@attribute Informational_Duration numeric
@attribute ProductRelated numeric
@attribute ProductRelated_Duration numeric
@attribute BounceRates numeric
@attribute ExitRates numeric
@attribute PageValues numeric
@attribute SpecialDay numeric
@attribute Month {Feb,Mar,May,Oct,June,Jul,Aug,Nov,Sep,Dec}
@attribute OperatingSystems numeric
@attribute Browser numeric
@attribute Region numeric
@attribute TrafficType numeric
@attribute VisitorType {Returning_Visitor,New_Visitor,Other}
@attribute Weekend {FALSE,TRUE}
@attribute Revenue {FALSE,TRUE}

@data
2,66,1,0,10,302,0.042857,0.059524,19.534955,0,Mar,2,6,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,5,164,0.04,0.04,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,218,0,0.04,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,124,0,0,13,495,0,0.028571,0,0,Mar,2,4,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,30,0,0.1,0,0,Mar,3,2,4,1,Returning_Visitor,FALSE,FALSE
2,69,2,92,37,796.957143,0,0.024274,3.978276,0,Mar,2,2,7,2,Returning_Visitor,FALSE,TRUE
1,41,0,0,9,314.9,0,0.04,0,0,Mar,1,1,6,9,New_Visitor,TRUE,FALSE
2,14,0,0,49,789.958333,0.004167,0.015097,0,0,Mar,3,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,422.833333,0.010526,0.045614,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,362,0,0.028571,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,628.833333,0,0.005556,0,0,Mar,1,1,2,2,Returning_Visitor,TRUE,FALSE
1,24,1,239,11,839.5,0.016667,0.05,0,0,Mar,1,1,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,31,5764.366667,0.032258,0.055591,0,0,Mar,2,2,7,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,161,0,0.066667,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,6,0,0,20,739.833333,0.019048,0.030952,0,0,Mar,2,2,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,66,0,0.053333,0,0,Mar,1,2,3,3,Returning_Visitor,FALSE,FALSE
1,412,0,0,54,2377,0,0.005091,0,0,Mar,2,2,9,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,22,0,0.1,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,381,0,0.025,0,0,Mar,2,2,6,2,New_Visitor,FALSE,FALSE
14,1130.502941,6,261.633333,26,2559.898333,0.015789,0.017423,20.304389,0,Mar,1,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,553.15,0.034783,0.069565,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,651,0.005405,0.018919,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,3,65,15,1957.616667,0,0.00625,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
5,132.466667,0,0,59,1660.222222,0,0.011754,6.47591,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,170,0.075,0.08,0,0,Mar,1,1,7,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,47,0.1,0.125,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,165,0.042857,0.1,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
1,4,0,0,0,0,0,0.066667,0,0,Mar,4,1,8,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,406.866667,0,0.007143,0,0,Mar,2,4,1,1,Returning_Visitor,FALSE,FALSE
4,82,0,0,23,570.516667,0.007407,0.024074,0,0,Mar,1,2,7,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,1138.5,0,0.013514,0,0,Mar,2,2,1,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,63,2777.616667,0,0.014086,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
5,73.5,0,0,26,463.758333,0,0.001347,0,0,Mar,2,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,3,1,3,Returning_Visitor,TRUE,FALSE
4,25.5,0,0,28,775.5,0.006452,0.027916,24.130731,0,Mar,2,2,4,2,Returning_Visitor,FALSE,FALSE
2,236,0,0,18,490.066667,0,0.013333,0,0,Mar,1,1,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,266.016667,0,0.042857,0,0,Mar,3,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,1306,0.06,0.12,0,0,Mar,2,2,5,13,Returning_Visitor,FALSE,FALSE
4,158.333333,1,9,9,634.2,0.005556,0.008095,0,0,Mar,3,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
6,187,0,0,22,1220.433333,0.007692,0.010256,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
8,206,3,132,39,1750.333333,0,0.008696,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,41,0,0,43,1087.25,0,0.013636,0,0,Mar,4,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,762.547619,0,0.017391,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,244.5,0,0.011111,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,1010,0.022222,0.044444,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,32,0,0.1,0,0,Mar,2,4,3,3,Returning_Visitor,FALSE,FALSE
7,170,0,0,27,1342.666667,0.003333,0.023333,29.356298,0,Mar,2,2,1,3,Returning_Visitor,FALSE,TRUE
2,9,1,201,33,1593.388889,0.011429,0.031515,0,0,Mar,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,639,0,0.025,81.2475,0,Mar,1,1,2,9,Returning_Visitor,TRUE,TRUE
0,0,0,0,4,521,0.1,0.15,0,0,Mar,3,3,7,10,Returning_Visitor,FALSE,FALSE
1,87,3,40,17,546,0,0.004762,0,0,Mar,3,6,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,8,377.5,0.0125,0.025,0,0,Mar,3,2,4,11,Returning_Visitor,TRUE,FALSE
0,0,0,0,14,183.666667,0,0.004762,0,0,Mar,3,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,84,0.04,0.06,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
5,217.666667,0,0,18,494.666667,0,0.019932,33.145143,0,Mar,3,2,1,2,Returning_Visitor,FALSE,TRUE
8,699.166667,0,0,62,1003.965152,0.009851,0.03911,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
1,9,0,0,32,536.683333,0,0.000587,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
8,227.532692,3,292.684211,66,3025.521713,0.015995,0.025541,7.371683,0,Mar,3,2,3,6,Returning_Visitor,FALSE,TRUE
2,78,0,0,24,424,0,0.00119,0,0,Mar,1,1,3,10,New_Visitor,FALSE,FALSE
0,0,0,0,5,171.5,0,0.02,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE
1,4.75,2,78,67,1231.136508,0.002985,0.01102,0,0,Mar,2,6,1,1,Returning_Visitor,FALSE,FALSE
6,101.333333,0,0,10,266.5,0.028571,0.028571,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,1533,0,0.00625,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
1,7,2,562,36,1300.190476,0.010811,0.038739,0,0,Mar,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,74,0.1,0.15,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
3,14.5,2,907.833333,28,804.283333,0.014141,0.044156,7.945806,0,Mar,2,5,9,2,Returning_Visitor,FALSE,FALSE
1,9,0,0,19,734.583333,0.016667,0.044444,0,0,Mar,2,10,1,1,Returning_Visitor,FALSE,FALSE
2,60,0,0,44,3113.516667,0.001481,0.016,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,64,0,0.066667,0,0,Mar,3,2,1,1,Returning_Visitor,TRUE,FALSE
1,3,0,0,7,114.833333,0.014286,0.007143,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,95.5,0,0.033333,0,0,Mar,2,2,7,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,93.666667,0.028571,0.04,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
1,54,0,0,3,59,0,0.05,0,0,Mar,2,2,9,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,26,0,0.05,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,62,1136.60303,0,0.003518,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE
6,190.285714,6,609,47,2989.494048,0,0.004813,30.897985,0,Mar,2,2,1,8,New_Visitor,TRUE,TRUE
2,15.666667,0,0,30,1724.25,0.013793,0.032414,0,0,Mar,2,2,3,1,Returning_Visitor,TRUE,FALSE
8,183,4,571.5,14,333.6,0,0.01,15.43344,0,Mar,1,1,1,2,Returning_Visitor,TRUE,TRUE
1,14,0,0,21,334.785714,0,0.023333,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,355.166667,0,0.004167,18.02533,0,Mar,2,4,1,2,Returning_Visitor,FALSE,TRUE
5,248.5,0,0,11,456.666667,0,0.003571,0,0,Mar,3,2,4,2,New_Visitor,FALSE,FALSE
0,0,0,0,15,1298.5,0.026667,0.04,0,0,Mar,3,2,8,1,Returning_Visitor,FALSE,FALSE
1,25,0,0,28,2258.833333,0.007143,0.046429,0,0,Mar,2,2,3,3,Returning_Visitor,TRUE,FALSE
2,21,0,0,65,2881.133333,0,0.002985,80.680629,0,Mar,2,2,4,2,New_Visitor,FALSE,TRUE
0,0,0,0,10,206.5,0,0.02,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,143,0,0.0125,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,146,0,0,11,267.833333,0.018182,0.036364,0,0,Mar,1,1,4,2,Returning_Visitor,TRUE,FALSE
0,0,1,57,5,454,0,0.05,0,0,Mar,2,2,3,6,Returning_Visitor,FALSE,FALSE
5,274.333333,0,0,13,717.6,0,0.001961,0,0,Mar,1,1,3,10,New_Visitor,FALSE,FALSE
14,1155.666667,0,0,20,1069.16829,0,0.013,0,0,Mar,2,5,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,27,807.833333,0.022222,0.041975,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,477,0,0.02,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
6,355.5,0,0,11,134.9,0.013333,0.005333,0,0,Mar,3,2,1,8,New_Visitor,TRUE,FALSE
3,35,0,0,16,314,0,0.052632,0,0,Mar,2,5,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,59,0.08,0.12,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
6,99,1,1,23,637,0,0.002469,0,0,Mar,2,5,9,8,New_Visitor,FALSE,FALSE
0,0,6,270.333333,11,160.5,0,0.004762,0,0,Mar,2,4,1,8,New_Visitor,FALSE,FALSE
0,0,0,0,8,1577,0,0.025,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE
2,21,0,0,11,660.166667,0,0.016667,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,169,0,0.057143,0,0,Mar,2,2,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,89.333333,0,0.066667,0,0,Mar,2,4,3,3,Returning_Visitor,FALSE,FALSE
4,74,0,0,37,2517.048459,0.005128,0.019615,0,0,Mar,3,2,2,1,Returning_Visitor,TRUE,FALSE
0,0,1,0,1,44,0,0.1,0,0,Mar,2,2,6,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,29,0,0.04,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,86,0,0.1,0,0,Mar,2,4,3,1,Returning_Visitor,TRUE,FALSE
2,66,0,0,18,229.75,0.021053,0.031579,0,0,Mar,4,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,17,0,0.075,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,24,0,0,17,498.333333,0,0.021053,76.786677,0,Mar,2,2,6,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
5,32,2,3,33,1039.766667,0,0.02027,0,0,Mar,2,4,3,2,Returning_Visitor,TRUE,FALSE
3,78,0,0,11,369.166667,0,0.023077,0,0,Mar,3,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,23,1669,0,0.017391,0,0,Mar,2,4,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,44.5,0,0.066667,0,0,Mar,1,1,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,140,0,0.033333,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
1,102.5,0,0,5,97,0,0.011111,0,0,Mar,3,2,1,9,New_Visitor,TRUE,FALSE
4,103,0,0,13,250.166667,0,0.030612,0,0,Mar,3,2,1,11,Returning_Visitor,FALSE,FALSE
2,52,0,0,17,221.2,0,0.001754,0,0,Mar,2,2,4,2,New_Visitor,FALSE,FALSE
0,0,0,0,12,127,0.016667,0.041667,0,0,Mar,2,2,9,1,Returning_Visitor,FALSE,FALSE
4,352,0,0,17,229.333333,0.011111,0.031481,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,370.833333,0.028571,0.057143,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
5,120,1,0,27,1583.596154,0,0.028283,39.632703,0,Mar,2,2,4,2,Returning_Visitor,FALSE,FALSE
9,162.05,0,0,27,399.693939,0,0.009195,0,0,Mar,1,1,7,2,New_Visitor,FALSE,FALSE
1,26,1,55,12,457,0.014286,0.040476,0,0,Mar,2,2,9,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,24,0.066667,0.133333,0,0,Mar,3,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,180.333333,0.02,0.02,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,15,581.416667,0,0.007143,0,0,Mar,2,5,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,574.666667,0,0.061538,0,0,Mar,2,2,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,56,0,0.08,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,1011,0,0.025,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,139.833333,0.026667,0.053333,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
1,6,0,0,16,608.833333,0.011765,0.026667,52.700521,0,Mar,3,2,1,11,Returning_Visitor,FALSE,TRUE
0,0,0,0,6,1251,0.033333,0.066667,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,264.5,0,0.007143,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE
6,45.833333,2,284,54,1509.8,0,0.00678,7.272068,0,Mar,2,2,7,2,New_Visitor,FALSE,FALSE
0,0,0,0,22,356.8,0,0.016667,0,0,Mar,2,2,2,8,Returning_Visitor,FALSE,FALSE
2,77.5,0,0,19,598.783333,0,0.002632,0,0,Mar,3,2,2,9,New_Visitor,TRUE,FALSE
0,0,0,0,4,298,0.1,0.15,0,0,Mar,2,2,1,13,Returning_Visitor,FALSE,FALSE
4,136,0,0,31,1141.833333,0,0.006061,10.634498,0,Mar,1,1,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,6,93,0,0.033333,0,0,Mar,1,2,8,2,Returning_Visitor,FALSE,FALSE
2,76,0,0,40,1209.802992,0.004878,0.016248,0,0,Mar,1,1,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,2,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,67,0,0.1,0,0,Mar,1,1,4,1,Returning_Visitor,FALSE,FALSE
3,275,1,29.5,30,1107.047619,0,0.017761,35.981066,0,Mar,3,2,3,1,Returning_Visitor,TRUE,TRUE
7,161,3,775.5,19,4996.666667,0.008,0.026,14.100533,0,Mar,2,4,8,2,Returning_Visitor,FALSE,TRUE
3,206.666667,0,0,15,936.166667,0.01875,0.09375,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,666.1,0,0.014286,0,0,Mar,2,2,1,2,New_Visitor,FALSE,FALSE
2,28,0,0,6,170.833333,0,0.007143,0,0,Mar,3,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,1118.647186,0,0.008148,0,0,Mar,1,1,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,86,0,0.05,0,0,Mar,1,1,1,9,Returning_Visitor,TRUE,FALSE
2,24,0,0,28,1206.614719,0,0.023222,5.417644,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
5,238.375,0,0,24,2174.375,0.008929,0.01746,27.077917,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,30.5,0,0.05,0,0,Mar,3,2,4,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,330,0.066667,0.1,0,0,Mar,3,2,8,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,437.25,0.069231,0.102564,0,0,Mar,1,1,3,3,Returning_Visitor,FALSE,FALSE
1,4,2,11,110,3211.827706,0.003571,0.012917,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,59,3036.4,0,0.021186,0,0,Mar,2,2,6,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,640.666667,0,0.011111,0,0,Mar,3,2,7,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,30,480.25,0.007778,0.025,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
7,213.391667,0,0,32,1350.391667,0,0.017878,0,0,Mar,2,2,1,8,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,38,0,0.042857,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,976.2,0.016667,0.041667,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,70.2,0.025,0.061111,0,0,Mar,1,2,8,1,Returning_Visitor,FALSE,FALSE
7,156,0,0,60,2126.461941,0.008088,0.017067,0,0,Mar,3,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,44,1112,0,0.006818,0,0,Mar,4,1,4,3,Returning_Visitor,TRUE,FALSE
5,84.25,0,0,19,409.75,0,0.01039,0,0,Mar,3,2,2,3,New_Visitor,FALSE,FALSE
0,0,0,0,2,171,0,0.1,0,0,Mar,3,2,2,2,Returning_Visitor,TRUE,FALSE
4,135,0,0,12,401.285714,0,0.016,0,0,Mar,2,2,1,8,New_Visitor,FALSE,FALSE
0,0,0,0,10,423.833333,0,0.01,0,0,Mar,2,2,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,115,0,0.05,0,0,Mar,3,3,1,9,Returning_Visitor,TRUE,FALSE
3,43,0,0,10,427.166667,0,0.015385,0,0,Mar,3,2,9,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,39,609.5,0,0.005128,0,0,Mar,2,2,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,12,547.333333,0,0.033333,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
8,377.51282,3,265,60,2062.890972,0.01401,0.02658,1.705067,0,Mar,1,1,4,2,Returning_Visitor,FALSE,TRUE
6,137,0,0,49,1077.007576,0,0.015031,0,0,Mar,3,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,19,0,0.1,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,1606.333333,0.01,0.034762,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
2,37,0,0,21,775.333333,0,0.009091,0,0,Mar,4,1,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,973.5,0,0.046154,0,0,Mar,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,32,0,0.075,0,0,Mar,3,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,727.5,0,0.016667,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
1,14,1,0,14,710.25,0,0.017778,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,48,3644.752381,0,0.016667,18.209957,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,1,44,41,1089.75,0,0.005854,0,0,Mar,2,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,14,494,0,0.042857,0,0,Mar,4,1,1,3,Returning_Visitor,FALSE,FALSE
6,155,0,0,84,2566.220887,0,0.007576,16.563145,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
3,42.6,2,41.5,18,1049.516667,0.02381,0.039683,14.256484,0,Mar,3,2,2,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
3,62,2,193,4,139,0,0.0125,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,FALSE
4,55.75,0,0,19,685.95,0,0.017725,7.141429,0,Mar,3,2,7,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,8,758.166667,0.025,0.05,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
2,26,0,0,46,1852.75,0,0.005797,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
3,79,0,0,36,2517,0,0.005405,27.238662,0,Mar,2,10,2,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,19,751.333333,0,0.002778,13.626306,0,Mar,2,2,1,2,Returning_Visitor,TRUE,TRUE
8,429.333333,1,56,35,1549.857143,0.005263,0.019211,0,0,Mar,2,2,1,2,Returning_Visitor,TRUE,FALSE
6,111,0,0,12,202.25,0.025,0.029167,0,0,Mar,3,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,29,669.967949,0.013793,0.017241,0,0,Mar,1,2,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,95,0.014286,0.061905,0,0,Mar,2,6,1,1,Returning_Visitor,FALSE,FALSE
1,40,5,279.5,62,1088.830952,0.00098,0.00723,11.484618,0,Mar,3,2,1,9,Returning_Visitor,TRUE,TRUE
3,73,0,0,9,2151,0,0.018182,10.913,0,Mar,2,5,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,12,130.5,0,0.008333,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE
4,40,2,146,56,2866.90202,0,0.010452,85.752859,0,Mar,2,2,2,2,Returning_Visitor,TRUE,FALSE
2,11,0,0,19,608.942857,0.009091,0.041916,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,360.75,0,0.033333,0,0,Mar,1,1,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,2,7,0,0.1,0,0,Mar,2,5,6,1,Returning_Visitor,FALSE,FALSE
6,55,1,7,132,4056.175369,0.005882,0.019283,0,0,Mar,2,2,8,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,46,0,0.05,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,2,10,Returning_Visitor,FALSE,FALSE
8,167,3,869,34,771.591667,0.009091,0.030877,0,0,Mar,2,4,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,112,0,0.02,0,0,Mar,3,2,1,2,Returning_Visitor,TRUE,FALSE
6,139,0,0,29,491.1,0,0.003333,0,0,Mar,2,2,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,2,14,0,0.1,0,0,Mar,2,2,6,3,Returning_Visitor,FALSE,FALSE
2,22,1,49,22,602.166667,0,0.008696,0,0,Mar,2,2,1,2,New_Visitor,TRUE,FALSE
2,134,0,0,7,77.333333,0,0.022222,0,0,Mar,1,1,2,2,Returning_Visitor,FALSE,FALSE
3,39,0,0,2,4,0,0.04,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
0,0,2,90,9,103.666667,0.018182,0.061818,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,8,1,Returning_Visitor,FALSE,FALSE
2,110,0,0,4,125,0,0.016667,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,387.884615,0.025,0.038095,0,0,Mar,2,2,3,3,Returning_Visitor,FALSE,FALSE
2,43,0,0,3,23,0,0.04,0,0,Mar,2,4,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,249,0,0.066667,0,0,Mar,2,4,9,3,Returning_Visitor,FALSE,FALSE
4,485.333333,2,18,19,345.383333,0,0.005797,0,0,Mar,3,2,3,8,New_Visitor,TRUE,FALSE
1,100,2,111,13,1001,0,0.013333,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,70.666667,0.025,0.05,0,0,Mar,2,2,9,10,Returning_Visitor,FALSE,FALSE
4,70.5,0,0,20,1298,0,0.018667,40.76128,0,Mar,2,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,4,75.5,0,0.05,0,0,Mar,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,57,0,0.1,0,0,Mar,3,2,1,1,Returning_Visitor,TRUE,FALSE
2,10,2,451.5,27,1686.966667,0.006452,0.023502,7.96465,0,Mar,2,6,7,2,Returning_Visitor,FALSE,FALSE
3,160.5,0,0,10,370.5,0,0.016667,0,0,Mar,1,1,7,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,738,0.1,0.15,0,0,Mar,2,5,4,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,89,0.046154,0.1,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,164.333333,0.06,0.06,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,1,0,24,2244.666667,0.008,0.028,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,5,0,0.1,0,0,Mar,2,2,9,1,Returning_Visitor,FALSE,FALSE
5,1283,3,148.5,50,3246.977381,0,0.003846,0,0,Mar,2,2,3,2,New_Visitor,FALSE,FALSE
7,63.5,5,100.25,62,1573.233333,0,0.004595,0,0,Mar,2,2,6,3,Returning_Visitor,TRUE,FALSE
